message,label
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,Transactional
"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",Promotional
"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",Promotional
Ha ha cool cool chikku chikku:-):-DB-),Promotional
Oh ok no prob..,Promotional
Check audrey's status right now,Promotional
Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,Promotional
"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",Promotional
Well i know Z will take care of me. So no worries.,Promotional
"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",Spam
Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,Promotional
Wat uniform? In where get?,Promotional
"Cool, text me when you're ready",Promotional
"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",Promotional
I will spoil you in bed as well :),Promotional
I'm going for bath will msg you next  &lt;#&gt;  min..,Promotional
I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,Promotional
"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",Transactional
Can you say what happen,Promotional
You could have seen me..i did't recognise you Face.:),Promotional
Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,Promotional
Keep my payasam there if rinu brings,Promotional
I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,Promotional
"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",Spam
"Yeah sure, give me a couple minutes to track down my wallet",Promotional
Hey leave it. not a big deal:-) take care.,Promotional
Hey i will be late ah... Meet you at 945+,Promotional
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",Spam
It took Mr owl 3 licks,Promotional
Customer place i will call you.,Promotional
Mm that time you dont like fun,Promotional
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,Spam
Yup having my lunch buffet now.. U eat already?,Promotional
Huh so late... Fr dinner?,Promotional
Hey so this sat are we going for the intro pilates only? Or the kickboxing too?,Promotional
Morning only i can ok.,Promotional
Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,Promotional
Pick you up bout 7.30ish? What time are  and that going?,Promotional
From here after The performance award is calculated every two month.not for current one month period..,Promotional
Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,Promotional
"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",Promotional
"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",Promotional
Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,Promotional
"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop",Spam
Dear how is chechi. Did you talk to her,Promotional
The hair cream has not been shipped.,Promotional
None of that's happening til you get here though,Promotional
"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",Promotional
"Haha get used to driving to usf man, I know a lot of stoners",Promotional
All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,Promotional
Hello! Good week? Fancy a drink or something later?,Promotional
Headin towards busetop,Promotional
Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,Promotional
Come by our room at some point so we can iron out the plan for this weekend,Promotional
Cos i want it to be your thing,Promotional
"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah...",Promotional
Bring home some Wendy =D,Promotional
100 dating service cal;l 09064012103 box334sk38ch,Promotional
Whatsup there. Dont u want to sleep,Promotional
Alright i have a new goal now,Promotional
FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,Spam
"Alright, I'll head out in a few minutes, text me where to meet you",Promotional
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,Promotional
Yes:)from last week itself i'm taking live call.,Promotional
Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,Promotional
Siva is in hostel aha:-.,Promotional
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,Spam
Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,Promotional
Ok. She'll be ok. I guess,Promotional
aathi..where are you dear..,Promotional
Any pain on urination any thing else?,Promotional
7 at esplanade.. Do ü mind giving me a lift cos i got no car today..,Promotional
I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,Spam
At home watching tv lor.,Promotional
Does she usually take fifteen fucking minutes to respond to a yes or no question,Promotional
Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,Promotional
Booked ticket for pongal?,Promotional
You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,Promotional
The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,Promotional
"Ask g or iouri, I've told the story like ten times already",Promotional
How long does applebees fucking take,Promotional
"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",Promotional
But i have to. I like to have love and arrange.,Promotional
Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,Promotional
You were supposed to wake ME up &gt;:(,Promotional
Oic... I saw him too but i tot he din c me... I found a group liao...,Promotional
"Sorry, I'll call later",Promotional
"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX",Promotional
"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",Promotional
"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm.",Promotional
I wont get concentration dear you know you are my mind and everything :-),Promotional
LOL ... Have you made plans for new years?,Promotional
10 min later k...,Promotional
hanks lotsly!,Promotional
Thanks for this hope you had a good day today,Promotional
K:)k:)what are detail you want to transfer?acc no enough?,Promotional
Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,Promotional
"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",Spam
Si si. I think ill go make those oreo truffles.,Promotional
"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONT LIKE ME LIKE THAT SO DONT WORRY.",Promotional
I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,Promotional
"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",Promotional
Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,Promotional
Where did u go? My phone is gonna die you have to stay in here,Promotional
Great. Never been better. Each day gives even more reasons to thank God,Promotional
"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",Spam
"Sorry, I'll call later ok bye",Promotional
Ok i am on the way to railway,Promotional
great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :),Promotional
They don't put that stuff on the roads to keep it from getting slippery over there?,Promotional
When are you going to ride your bike?,Promotional
"Yup, no need. I'll jus wait 4 e rain 2 stop.",Promotional
There are many company. Tell me the language.,Promotional
